year,league_id,division_id,rank,games_played,home_games,wins,losses,division_winner,wild_card_winner,league_winner,world_series_winner,runs_scored,at_bats,hits,doubles,triples,homeruns,walks,strikeouts_by_batters,stolen_bases,caught_stealing,batters_hit_by_pitch,sacrifice_flies,opponents_runs_scored,earned_runs_allowed,earned_run_average,complete_games,shutouts,saves,outs_pitches,hits_allowed,homeruns_allowed,walks_allowed,strikeouts_by_pitchers,errors,double_plays,fielding_percentage,home_attendance
1976.0,1,1,2.0,162.0,81.0,92.0,70.0,0,0,0,0,708.0,5604.0,1499.0,249.0,56.0,110.0,433.0,807.0,130.0,45.0,29.0,50.0,630.0,548.0,3.36,45.0,12.0,35.0,4399.0,1402.0,95.0,460.0,762.0,163.0,142.0,0.975,1025945.0
1976.0,1,2,5.0,162.0,80.0,73.0,89.0,0,0,0,0,570.0,5369.0,1327.0,216.0,37.0,64.0,488.0,716.0,92.0,46.0,23.0,42.0,662.0,581.0,3.65,47.0,11.0,18.0,4297.0,1368.0,87.0,543.0,652.0,141.0,148.0,0.978,1458478.0
1976.0,1,2,4.0,162.0,81.0,74.0,88.0,0,0,0,0,595.0,5452.0,1340.0,211.0,37.0,85.0,518.0,778.0,88.0,55.0,25.0,48.0,686.0,573.0,3.53,27.0,18.0,31.0,4385.0,1464.0,68.0,518.0,746.0,186.0,153.0,0.971,626868.0
1976.0,1,1,5.0,162.0,81.0,72.0,90.0,0,0,0,0,629.0,5516.0,1432.0,243.0,57.0,63.0,512.0,860.0,123.0,55.0,22.0,45.0,671.0,582.0,3.6,35.0,15.0,26.0,4361.0,1416.0,91.0,581.0,731.0,174.0,163.0,0.973,1207079.0
1976.0,0,2,4.0,162.0,81.0,76.0,86.0,0,0,0,0,616.0,5555.0,1390.0,213.0,26.0,80.0,568.0,809.0,87.0,45.0,29.0,45.0,652.0,565.0,3.45,63.0,15.0,15.0,4416.0,1464.0,106.0,461.0,773.0,156.0,142.0,0.976,1164982.0
1977.0,1,2,6.0,162.0,81.0,61.0,101.0,0,0,0,0,678.0,5534.0,1404.0,218.0,20.0,139.0,537.0,876.0,82.0,53.0,17.0,34.0,895.0,779.0,4.85,28.0,5.0,31.0,4336.0,1581.0,169.0,701.0,915.0,175.0,127.0,0.972,872464.0
1977.0,0,1,2.0,161.0,81.0,97.0,64.0,0,0,0,0,719.0,5494.0,1433.0,231.0,25.0,148.0,560.0,945.0,90.0,51.0,24.0,47.0,653.0,603.0,3.74,65.0,11.0,23.0,4353.0,1414.0,124.0,494.0,737.0,106.0,189.0,0.983,1195769.0
1977.0,0,1,2.0,161.0,80.0,97.0,64.0,0,0,0,0,859.0,5510.0,1551.0,258.0,56.0,213.0,528.0,905.0,66.0,47.0,42.0,59.0,712.0,652.0,4.11,40.0,13.0,40.0,4284.0,1555.0,158.0,378.0,758.0,133.0,162.0,0.978,2074549.0
1977.0,0,2,5.0,162.0,81.0,74.0,88.0,0,0,0,0,675.0,5410.0,1380.0,233.0,40.0,131.0,542.0,880.0,159.0,89.0,36.0,51.0,695.0,594.0,3.72,53.0,13.0,26.0,4313.0,1383.0,136.0,572.0,965.0,147.0,137.0,0.976,1432633.0
1977.0,0,2,3.0,162.0,81.0,90.0,72.0,0,0,0,0,844.0,5633.0,1568.0,254.0,52.0,192.0,559.0,666.0,42.0,44.0,34.0,63.0,771.0,682.0,4.25,34.0,3.0,40.0,4334.0,1557.0,136.0,516.0,842.0,159.0,125.0,0.974,1657135.0
1977.0,1,1,4.0,162.0,81.0,81.0,81.0,0,0,0,0,692.0,5604.0,1489.0,271.0,37.0,111.0,534.0,796.0,64.0,45.0,27.0,52.0,739.0,654.0,4.01,16.0,10.0,44.0,4404.0,1500.0,128.0,489.0,942.0,153.0,147.0,0.977,1439834.0
1977.0,1,2,2.0,162.0,81.0,88.0,74.0,0,0,0,0,802.0,5524.0,1513.0,269.0,42.0,181.0,600.0,911.0,170.0,64.0,25.0,50.0,725.0,673.0,4.21,33.0,12.0,32.0,4312.0,1469.0,156.0,544.0,868.0,95.0,154.0,0.984,2519670.0
1977.0,0,1,5.0,161.0,81.0,71.0,90.0,0,0,0,0,676.0,5491.0,1476.0,221.0,46.0,100.0,531.0,688.0,87.0,87.0,34.0,54.0,739.0,661.0,4.1,45.0,8.0,30.0,4357.0,1441.0,136.0,550.0,876.0,130.0,145.0,0.979,900365.0
1977.0,0,1,4.0,162.0,81.0,74.0,88.0,0,0,0,0,714.0,5604.0,1480.0,228.0,45.0,166.0,452.0,764.0,60.0,46.0,20.0,56.0,751.0,668.0,4.13,44.0,3.0,23.0,4371.0,1526.0,162.0,470.0,784.0,142.0,153.0,0.978,1359856.0
1977.0,1,2,3.0,162.0,81.0,81.0,81.0,0,0,0,0,680.0,5530.0,1405.0,263.0,60.0,114.0,515.0,839.0,187.0,72.0,40.0,39.0,650.0,576.0,3.54,37.0,11.0,28.0,4397.0,1384.0,110.0,545.0,871.0,142.0,136.0,0.978,1109560.0
1977.0,0,2,1.0,162.0,81.0,102.0,60.0,1,0,0,0,822.0,5594.0,1549.0,299.0,77.0,146.0,522.0,687.0,170.0,87.0,45.0,58.0,651.0,571.0,3.52,41.0,15.0,42.0,4382.0,1377.0,110.0,499.0,850.0,137.0,145.0,0.978,1852603.0
1977.0,1,2,1.0,162.0,81.0,98.0,64.0,1,0,1,0,769.0,5589.0,1484.0,223.0,28.0,191.0,588.0,896.0,114.0,62.0,23.0,44.0,582.0,528.0,3.22,34.0,13.0,39.0,4426.0,1393.0,119.0,438.0,930.0,124.0,160.0,0.981,2955087.0
1977.0,0,2,4.0,161.0,80.0,84.0,77.0,0,0,0,0,867.0,5639.0,1588.0,273.0,60.0,123.0,563.0,754.0,105.0,65.0,43.0,56.0,776.0,698.0,4.36,35.0,4.0,25.0,4326.0,1546.0,151.0,507.0,737.0,143.0,184.0,0.978,1162727.0
1977.0,0,1,6.0,162.0,81.0,67.0,95.0,0,0,0,0,639.0,5517.0,1425.0,255.0,46.0,125.0,443.0,862.0,85.0,67.0,22.0,45.0,765.0,687.0,4.32,38.0,6.0,25.0,4293.0,1461.0,136.0,566.0,719.0,139.0,165.0,0.978,1114938.0
1977.0,1,1,5.0,162.0,81.0,75.0,87.0,0,0,0,0,665.0,5675.0,1474.0,294.0,50.0,138.0,478.0,877.0,88.0,50.0,21.0,39.0,736.0,660.0,4.01,31.0,11.0,33.0,4443.0,1426.0,135.0,579.0,856.0,129.0,128.0,0.98,1433757.0
1977.0,0,1,1.0,162.0,81.0,100.0,62.0,1,0,1,1,831.0,5605.0,1576.0,267.0,47.0,184.0,533.0,681.0,93.0,57.0,28.0,48.0,651.0,581.0,3.61,52.0,16.0,34.0,4348.0,1395.0,139.0,486.0,758.0,132.0,151.0,0.979,2103092.0
1977.0,1,1,6.0,162.0,79.0,64.0,98.0,0,0,0,0,587.0,5410.0,1319.0,227.0,30.0,88.0,529.0,887.0,98.0,81.0,30.0,37.0,663.0,601.0,3.77,27.0,12.0,28.0,4301.0,1378.0,118.0,490.0,911.0,134.0,132.0,0.978,1066825.0
1977.0,0,2,7.0,161.0,81.0,63.0,98.0,0,0,0,0,605.0,5358.0,1284.0,176.0,37.0,117.0,516.0,910.0,176.0,89.0,36.0,46.0,749.0,645.0,4.04,32.0,4.0,26.0,4310.0,1459.0,145.0,560.0,788.0,190.0,136.0,0.97,495599.0
1977.0,1,1,1.0,162.0,81.0,101.0,61.0,1,0,0,0,847.0,5546.0,1548.0,266.0,56.0,186.0,573.0,806.0,135.0,68.0,38.0,74.0,668.0,600.0,3.71,31.0,7.0,47.0,4367.0,1451.0,134.0,482.0,856.0,120.0,168.0,0.981,2700070.0
1977.0,1,1,2.0,162.0,81.0,96.0,66.0,0,0,0,0,734.0,5662.0,1550.0,278.0,57.0,133.0,474.0,878.0,260.0,120.0,34.0,43.0,665.0,594.0,3.61,25.0,15.0,39.0,4445.0,1406.0,149.0,485.0,890.0,145.0,137.0,0.977,1237349.0
1977.0,1,2,5.0,162.0,81.0,69.0,93.0,0,0,0,0,692.0,5602.0,1397.0,245.0,49.0,120.0,602.0,1057.0,133.0,57.0,29.0,30.0,834.0,722.0,4.43,6.0,5.0,44.0,4399.0,1556.0,160.0,673.0,827.0,189.0,142.0,0.971,1376269.0
1977.0,0,2,6.0,162.0,81.0,64.0,98.0,0,0,0,0,624.0,5460.0,1398.0,218.0,33.0,133.0,426.0,769.0,110.0,67.0,35.0,42.0,855.0,769.0,4.83,18.0,1.0,31.0,4299.0,1508.0,194.0,578.0,785.0,147.0,162.0,0.976,1338511.0
1977.0,1,2,4.0,162.0,81.0,75.0,87.0,0,0,0,0,673.0,5497.0,1392.0,227.0,41.0,134.0,568.0,842.0,90.0,59.0,21.0,51.0,711.0,608.0,3.75,27.0,10.0,33.0,4377.0,1501.0,114.0,529.0,854.0,179.0,136.0,0.972,700056.0
1977.0,1,1,3.0,162.0,83.0,83.0,79.0,0,0,0,0,737.0,5527.0,1490.0,252.0,56.0,96.0,489.0,823.0,134.0,112.0,25.0,29.0,688.0,612.0,3.81,26.0,10.0,31.0,4338.0,1420.0,139.0,532.0,768.0,139.0,174.0,0.978,1659287.0
1977.0,0,2,2.0,162.0,81.0,94.0,68.0,0,0,0,0,767.0,5541.0,1497.0,265.0,39.0,135.0,596.0,904.0,154.0,85.0,39.0,50.0,657.0,583.0,3.56,49.0,17.0,31.0,4417.0,1412.0,134.0,471.0,864.0,117.0,156.0,0.982,1250722.0
1977.0,0,1,7.0,161.0,80.0,54.0,107.0,0,0,0,0,605.0,5419.0,1367.0,230.0,41.0,100.0,499.0,819.0,65.0,55.0,23.0,34.0,822.0,725.0,4.57,40.0,3.0,20.0,4285.0,1538.0,152.0,623.0,771.0,164.0,133.0,0.974,1701052.0
1978.0,1,2,6.0,162.0,81.0,69.0,93.0,0,0,0,0,600.0,5381.0,1313.0,191.0,39.0,123.0,550.0,874.0,90.0,65.0,27.0,47.0,750.0,653.0,4.08,29.0,12.0,32.0,4321.0,1404.0,132.0,624.0,848.0,153.0,126.0,0.975,904494.0
1978.0,0,1,4.0,161.0,81.0,90.0,71.0,0,0,0,0,659.0,5422.0,1397.0,248.0,19.0,154.0,552.0,864.0,75.0,61.0,22.0,42.0,633.0,566.0,3.56,65.0,16.0,33.0,4287.0,1340.0,107.0,509.0,754.0,110.0,166.0,0.982,1051724.0
1978.0,0,1,2.0,163.0,82.0,99.0,64.0,0,0,0,0,796.0,5587.0,1493.0,270.0,46.0,172.0,582.0,835.0,74.0,51.0,24.0,58.0,657.0,579.0,3.54,57.0,15.0,26.0,4418.0,1530.0,137.0,464.0,706.0,146.0,171.0,0.977,2320643.0
1978.0,0,2,2.0,162.0,81.0,87.0,75.0,0,0,0,0,691.0,5472.0,1417.0,226.0,28.0,108.0,539.0,682.0,86.0,69.0,67.0,56.0,666.0,590.0,3.65,44.0,13.0,33.0,4367.0,1382.0,125.0,599.0,892.0,136.0,136.0,0.978,1755386.0
1978.0,0,2,5.0,161.0,80.0,71.0,90.0,0,0,0,0,634.0,5393.0,1423.0,221.0,41.0,106.0,409.0,625.0,83.0,68.0,33.0,57.0,731.0,660.0,4.21,38.0,9.0,33.0,4228.0,1380.0,128.0,586.0,710.0,139.0,130.0,0.977,1491100.0
1978.0,1,1,3.0,162.0,82.0,79.0,83.0,0,0,0,0,664.0,5532.0,1461.0,224.0,48.0,72.0,562.0,746.0,110.0,58.0,21.0,59.0,724.0,655.0,4.05,24.0,7.0,38.0,4366.0,1475.0,125.0,539.0,768.0,144.0,154.0,0.978,1525311.0
1978.0,1,2,2.0,161.0,80.0,92.0,69.0,0,0,0,0,710.0,5392.0,1378.0,270.0,32.0,136.0,636.0,899.0,137.0,58.0,26.0,54.0,688.0,613.0,3.81,16.0,10.0,46.0,4345.0,1437.0,122.0,567.0,908.0,134.0,120.0,0.978,2532497.0
1978.0,0,1,6.0,159.0,78.0,69.0,90.0,0,0,0,0,639.0,5365.0,1400.0,223.0,45.0,106.0,488.0,698.0,64.0,63.0,26.0,40.0,694.0,621.0,3.97,36.0,6.0,28.0,4222.0,1397.0,100.0,568.0,739.0,123.0,142.0,0.98,800584.0
1978.0,0,1,5.0,162.0,81.0,86.0,76.0,0,0,0,0,714.0,5601.0,1520.0,218.0,34.0,129.0,563.0,695.0,90.0,38.0,31.0,47.0,653.0,589.0,3.64,60.0,12.0,21.0,4367.0,1441.0,135.0,503.0,684.0,118.0,177.0,0.981,1714893.0
1978.0,1,2,5.0,162.0,81.0,74.0,88.0,0,0,0,0,605.0,5458.0,1408.0,231.0,45.0,70.0,434.0,743.0,178.0,59.0,22.0,44.0,634.0,581.0,3.63,48.0,17.0,23.0,4321.0,1328.0,86.0,578.0,930.0,133.0,109.0,0.978,1126145.0
1978.0,0,2,1.0,162.0,81.0,92.0,70.0,1,0,0,0,743.0,5474.0,1469.0,305.0,59.0,98.0,498.0,644.0,216.0,84.0,30.0,72.0,634.0,550.0,3.44,53.0,14.0,33.0,4317.0,1350.0,108.0,478.0,657.0,150.0,153.0,0.976,2255493.0
1978.0,1,2,1.0,162.0,81.0,95.0,67.0,1,0,1,0,727.0,5437.0,1435.0,251.0,27.0,149.0,610.0,818.0,137.0,52.0,20.0,47.0,573.0,499.0,3.12,46.0,16.0,38.0,4321.0,1362.0,107.0,440.0,800.0,140.0,138.0,0.978,3347845.0
1978.0,0,2,4.0,162.0,81.0,73.0,89.0,0,0,0,0,666.0,5522.0,1472.0,259.0,47.0,82.0,604.0,684.0,99.0,56.0,33.0,55.0,678.0,599.0,3.69,48.0,9.0,26.0,4379.0,1468.0,102.0,520.0,703.0,146.0,171.0,0.977,787878.0
1978.0,0,1,3.0,162.0,81.0,93.0,69.0,0,0,0,0,804.0,5536.0,1530.0,265.0,38.0,173.0,520.0,805.0,95.0,53.0,32.0,50.0,650.0,583.0,3.65,62.0,19.0,24.0,4308.0,1442.0,109.0,398.0,577.0,150.0,144.0,0.977,1601406.0
1978.0,1,1,4.0,162.0,80.0,76.0,86.0,0,0,0,0,633.0,5530.0,1404.0,269.0,31.0,121.0,396.0,881.0,80.0,42.0,35.0,40.0,611.0,550.0,3.42,42.0,13.0,32.0,4338.0,1332.0,117.0,572.0,740.0,134.0,150.0,0.979,1427007.0
1978.0,0,1,1.0,163.0,81.0,100.0,63.0,1,0,1,1,735.0,5583.0,1489.0,228.0,38.0,125.0,505.0,695.0,98.0,42.0,42.0,52.0,582.0,516.0,3.18,39.0,16.0,36.0,4382.0,1321.0,111.0,478.0,817.0,113.0,134.0,0.982,2335871.0
1978.0,1,1,6.0,162.0,80.0,66.0,96.0,0,0,0,0,607.0,5433.0,1332.0,227.0,47.0,86.0,549.0,829.0,100.0,77.0,24.0,55.0,690.0,626.0,3.87,21.0,7.0,26.0,4366.0,1447.0,114.0,531.0,775.0,132.0,160.0,0.979,1007328.0
1978.0,0,2,6.0,162.0,80.0,69.0,93.0,0,0,0,0,532.0,5321.0,1304.0,200.0,31.0,100.0,433.0,800.0,144.0,117.0,25.0,27.0,690.0,577.0,3.62,26.0,11.0,29.0,4300.0,1401.0,106.0,582.0,750.0,179.0,145.0,0.971,526999.0
1978.0,1,1,1.0,162.0,82.0,90.0,72.0,1,0,0,0,708.0,5448.0,1404.0,248.0,32.0,133.0,552.0,866.0,152.0,58.0,42.0,49.0,586.0,532.0,3.33,38.0,9.0,29.0,4309.0,1343.0,118.0,393.0,813.0,104.0,156.0,0.983,2583389.0
1978.0,1,1,2.0,161.0,81.0,88.0,73.0,0,0,0,0,684.0,5406.0,1390.0,239.0,54.0,115.0,480.0,874.0,213.0,90.0,42.0,46.0,637.0,548.0,3.41,30.0,13.0,44.0,4334.0,1366.0,103.0,499.0,880.0,167.0,133.0,0.973,964106.0
1978.0,1,2,4.0,162.0,81.0,84.0,78.0,0,0,0,0,591.0,5360.0,1349.0,208.0,42.0,75.0,536.0,848.0,152.0,70.0,32.0,39.0,598.0,522.0,3.28,21.0,10.0,55.0,4301.0,1385.0,74.0,483.0,744.0,160.0,171.0,0.975,1670107.0
1978.0,0,2,7.0,160.0,81.0,56.0,104.0,0,0,0,0,614.0,5358.0,1327.0,229.0,37.0,97.0,522.0,702.0,123.0,47.0,22.0,53.0,834.0,737.0,4.67,28.0,4.0,20.0,4258.0,1540.0,155.0,567.0,630.0,141.0,174.0,0.978,877440.0
1978.0,1,2,3.0,162.0,81.0,89.0,73.0,0,0,0,0,613.0,5364.0,1331.0,240.0,41.0,117.0,554.0,814.0,87.0,54.0,17.0,40.0,594.0,534.0,3.3,42.0,17.0,29.0,4365.0,1377.0,84.0,453.0,840.0,146.0,118.0,0.977,1740477.0
1978.0,1,1,5.0,162.0,81.0,69.0,93.0,0,0,0,0,600.0,5415.0,1351.0,263.0,44.0,79.0,420.0,713.0,97.0,42.0,22.0,53.0,657.0,572.0,3.58,32.0,13.0,22.0,4313.0,1300.0,94.0,600.0,859.0,136.0,155.0,0.978,1278215.0
1978.0,0,2,2.0,162.0,82.0,87.0,75.0,0,0,0,0,692.0,5347.0,1353.0,216.0,36.0,132.0,624.0,779.0,196.0,91.0,32.0,55.0,632.0,543.0,3.36,54.0,12.0,25.0,4369.0,1431.0,108.0,421.0,776.0,153.0,140.0,0.976,1447963.0
1978.0,0,1,7.0,161.0,81.0,59.0,102.0,0,0,0,0,590.0,5430.0,1358.0,217.0,39.0,98.0,448.0,645.0,28.0,52.0,23.0,37.0,775.0,721.0,4.54,35.0,5.0,23.0,4288.0,1529.0,149.0,614.0,758.0,131.0,163.0,0.979,1562585.0
1979.0,1,2,6.0,160.0,79.0,66.0,94.0,0,0,0,0,669.0,5422.0,1389.0,220.0,28.0,126.0,490.0,818.0,98.0,50.0,23.0,38.0,763.0,654.0,4.18,32.0,3.0,34.0,4223.0,1496.0,132.0,494.0,779.0,183.0,139.0,0.97,769465.0
1979.0,0,1,1.0,159.0,79.0,102.0,57.0,1,0,1,0,757.0,5371.0,1401.0,258.0,24.0,181.0,608.0,847.0,99.0,49.0,31.0,54.0,582.0,520.0,3.26,52.0,12.0,30.0,4303.0,1279.0,133.0,467.0,786.0,125.0,161.0,0.98,1681009.0
1979.0,0,1,3.0,160.0,80.0,91.0,69.0,0,0,0,0,841.0,5538.0,1567.0,310.0,34.0,194.0,512.0,708.0,60.0,43.0,33.0,59.0,711.0,641.0,4.03,47.0,11.0,29.0,4294.0,1487.0,133.0,463.0,731.0,142.0,166.0,0.977,2353114.0
1979.0,0,2,1.0,162.0,81.0,88.0,74.0,1,0,0,0,866.0,5550.0,1563.0,242.0,43.0,164.0,589.0,843.0,100.0,53.0,37.0,56.0,768.0,692.0,4.34,46.0,9.0,33.0,4308.0,1463.0,131.0,573.0,820.0,135.0,172.0,0.978,2523575.0
1979.0,0,2,5.0,159.0,79.0,73.0,87.0,0,0,0,0,730.0,5463.0,1505.0,290.0,33.0,127.0,454.0,668.0,97.0,62.0,36.0,45.0,748.0,642.0,4.1,28.0,9.0,37.0,4227.0,1365.0,114.0,618.0,675.0,173.0,142.0,0.972,1280702.0
1979.0,1,1,5.0,162.0,81.0,80.0,82.0,0,0,0,0,706.0,5550.0,1494.0,250.0,43.0,135.0,478.0,762.0,73.0,52.0,35.0,42.0,707.0,624.0,3.88,20.0,11.0,44.0,4340.0,1500.0,127.0,521.0,933.0,159.0,163.0,0.975,1648587.0
1979.0,1,2,1.0,161.0,80.0,90.0,71.0,1,0,0,0,731.0,5477.0,1445.0,266.0,31.0,132.0,614.0,902.0,99.0,47.0,19.0,46.0,644.0,573.0,3.58,27.0,10.0,40.0,4321.0,1415.0,103.0,485.0,773.0,124.0,152.0,0.98,2356933.0
1979.0,0,1,6.0,161.0,81.0,81.0,80.0,0,0,0,0,760.0,5376.0,1388.0,206.0,29.0,138.0,657.0,786.0,143.0,90.0,42.0,60.0,805.0,727.0,4.57,28.0,7.0,32.0,4295.0,1502.0,138.0,570.0,781.0,134.0,149.0,0.978,1011644.0
1979.0,0,1,5.0,160.0,80.0,85.0,76.0,0,0,0,0,770.0,5375.0,1446.0,221.0,35.0,164.0,575.0,814.0,176.0,86.0,22.0,52.0,738.0,676.0,4.27,25.0,5.0,37.0,4270.0,1429.0,167.0,547.0,802.0,120.0,184.0,0.981,1630929.0
1979.0,1,2,2.0,162.0,81.0,89.0,73.0,0,0,0,0,583.0,5394.0,1382.0,224.0,52.0,49.0,461.0,745.0,190.0,95.0,22.0,43.0,582.0,514.0,3.2,55.0,19.0,31.0,4343.0,1278.0,90.0,504.0,854.0,138.0,146.0,0.978,1900312.0
1979.0,0,2,2.0,162.0,81.0,85.0,77.0,0,0,0,0,851.0,5653.0,1596.0,286.0,79.0,116.0,528.0,675.0,207.0,76.0,35.0,76.0,816.0,716.0,4.45,42.0,7.0,27.0,4345.0,1477.0,165.0,536.0,640.0,146.0,160.0,0.977,2261845.0
1979.0,1,2,3.0,162.0,81.0,79.0,83.0,0,0,0,0,739.0,5490.0,1443.0,220.0,24.0,183.0,556.0,834.0,106.0,46.0,23.0,36.0,717.0,614.0,3.83,30.0,6.0,34.0,4332.0,1425.0,101.0,555.0,811.0,118.0,123.0,0.981,2860954.0
1979.0,0,2,4.0,162.0,81.0,82.0,80.0,0,0,0,0,764.0,5544.0,1544.0,256.0,46.0,112.0,526.0,693.0,66.0,45.0,31.0,53.0,725.0,663.0,4.13,31.0,6.0,33.0,4333.0,1590.0,128.0,452.0,721.0,134.0,203.0,0.979,1070521.0
1979.0,0,1,2.0,161.0,81.0,95.0,66.0,0,0,0,0,807.0,5536.0,1552.0,291.0,41.0,185.0,549.0,745.0,100.0,53.0,20.0,50.0,722.0,645.0,4.03,61.0,12.0,23.0,4319.0,1563.0,162.0,381.0,580.0,127.0,153.0,0.98,1918343.0
1979.0,1,1,2.0,160.0,81.0,95.0,65.0,0,0,0,0,701.0,5465.0,1445.0,273.0,42.0,143.0,432.0,890.0,121.0,56.0,27.0,38.0,581.0,505.0,3.14,33.0,18.0,39.0,4342.0,1379.0,116.0,450.0,813.0,131.0,123.0,0.979,2102173.0
1979.0,0,1,4.0,160.0,81.0,89.0,71.0,0,0,0,0,734.0,5421.0,1443.0,226.0,40.0,150.0,509.0,590.0,65.0,46.0,18.0,63.0,672.0,610.0,3.83,43.0,10.0,37.0,4297.0,1446.0,123.0,455.0,731.0,122.0,183.0,0.981,2537765.0
1979.0,1,1,6.0,163.0,82.0,63.0,99.0,0,0,0,0,593.0,5591.0,1399.0,255.0,41.0,74.0,498.0,817.0,135.0,79.0,35.0,40.0,706.0,633.0,3.84,16.0,10.0,36.0,4448.0,1486.0,120.0,607.0,819.0,140.0,168.0,0.978,788905.0
1979.0,0,2,7.0,162.0,81.0,54.0,108.0,0,0,0,0,573.0,5348.0,1276.0,188.0,32.0,108.0,482.0,751.0,104.0,69.0,20.0,46.0,860.0,754.0,4.75,41.0,4.0,20.0,4288.0,1606.0,147.0,654.0,726.0,174.0,137.0,0.972,306763.0
1979.0,1,1,4.0,163.0,81.0,84.0,78.0,0,0,0,0,683.0,5463.0,1453.0,250.0,53.0,119.0,602.0,764.0,128.0,76.0,37.0,57.0,718.0,666.0,4.16,33.0,14.0,29.0,4324.0,1455.0,135.0,477.0,787.0,106.0,148.0,0.983,2775011.0
1979.0,1,1,1.0,163.0,81.0,98.0,64.0,1,0,1,1,775.0,5661.0,1541.0,264.0,52.0,148.0,483.0,855.0,180.0,66.0,32.0,56.0,643.0,566.0,3.41,24.0,7.0,52.0,4480.0,1424.0,125.0,504.0,904.0,134.0,163.0,0.979,1435454.0
1979.0,1,2,5.0,161.0,81.0,68.0,93.0,0,0,0,0,603.0,5446.0,1316.0,193.0,53.0,93.0,534.0,770.0,100.0,58.0,32.0,43.0,681.0,596.0,3.69,29.0,7.0,25.0,4359.0,1438.0,108.0,513.0,779.0,141.0,154.0,0.978,1456967.0
1979.0,0,2,6.0,162.0,81.0,67.0,95.0,0,0,0,0,711.0,5544.0,1490.0,250.0,52.0,132.0,515.0,725.0,126.0,52.0,28.0,54.0,820.0,731.0,4.58,37.0,7.0,26.0,4314.0,1567.0,165.0,571.0,736.0,141.0,170.0,0.978,844447.0
1979.0,1,2,4.0,162.0,81.0,71.0,91.0,0,0,0,0,672.0,5395.0,1328.0,192.0,36.0,125.0,580.0,925.0,140.0,73.0,20.0,47.0,751.0,664.0,4.16,25.0,6.0,34.0,4308.0,1484.0,143.0,577.0,880.0,163.0,138.0,0.974,1456402.0
1979.0,1,1,3.0,163.0,82.0,86.0,76.0,0,0,0,0,731.0,5734.0,1594.0,279.0,63.0,100.0,460.0,838.0,116.0,69.0,27.0,63.0,693.0,615.0,3.72,38.0,10.0,25.0,4460.0,1449.0,127.0,501.0,788.0,132.0,166.0,0.98,1627256.0
1979.0,0,2,3.0,162.0,81.0,83.0,79.0,0,0,0,0,750.0,5562.0,1549.0,252.0,26.0,140.0,461.0,607.0,79.0,51.0,33.0,59.0,698.0,617.0,3.86,26.0,10.0,42.0,4311.0,1371.0,135.0,532.0,773.0,130.0,151.0,0.979,1519671.0
1979.0,0,1,7.0,162.0,81.0,53.0,109.0,0,0,0,0,613.0,5423.0,1362.0,253.0,34.0,95.0,448.0,663.0,75.0,56.0,36.0,38.0,862.0,759.0,4.82,44.0,7.0,11.0,4251.0,1537.0,165.0,594.0,613.0,159.0,187.0,0.975,1431651.0
1980.0,1,2,4.0,161.0,80.0,81.0,80.0,0,0,0,0,630.0,5402.0,1352.0,226.0,22.0,144.0,434.0,899.0,73.0,52.0,20.0,33.0,660.0,598.0,3.77,29.0,9.0,37.0,4284.0,1397.0,131.0,454.0,696.0,162.0,156.0,0.975,1048411.0
1980.0,0,1,2.0,162.0,81.0,100.0,62.0,0,0,0,0,805.0,5585.0,1523.0,258.0,29.0,156.0,587.0,766.0,111.0,38.0,21.0,46.0,640.0,591.0,3.64,42.0,10.0,41.0,4380.0,1438.0,134.0,507.0,789.0,95.0,178.0,0.985,1797438.0
1980.0,0,1,5.0,160.0,81.0,83.0,77.0,0,0,0,0,757.0,5603.0,1588.0,297.0,36.0,162.0,475.0,720.0,79.0,48.0,32.0,50.0,767.0,701.0,4.38,30.0,8.0,43.0,4324.0,1557.0,129.0,481.0,696.0,149.0,206.0,0.977,1956092.0
1980.0,0,2,6.0,160.0,81.0,65.0,95.0,0,0,0,0,698.0,5443.0,1442.0,236.0,32.0,106.0,539.0,889.0,91.0,63.0,32.0,49.0,797.0,717.0,4.52,22.0,6.0,30.0,4285.0,1548.0,141.0,529.0,725.0,134.0,144.0,0.978,2297327.0
1980.0,0,2,5.0,162.0,81.0,70.0,90.0,0,0,0,0,587.0,5444.0,1408.0,255.0,38.0,91.0,399.0,670.0,68.0,54.0,39.0,51.0,722.0,625.0,3.92,32.0,12.0,42.0,4306.0,1434.0,108.0,563.0,724.0,171.0,162.0,0.973,1200365.0
1980.0,1,1,6.0,162.0,81.0,64.0,98.0,0,0,0,0,614.0,5619.0,1411.0,251.0,35.0,107.0,471.0,912.0,93.0,64.0,18.0,40.0,728.0,639.0,3.89,13.0,6.0,35.0,4437.0,1525.0,109.0,589.0,923.0,174.0,149.0,0.974,1206776.0
1980.0,1,2,3.0,163.0,82.0,89.0,73.0,0,0,0,0,707.0,5516.0,1445.0,256.0,45.0,113.0,537.0,852.0,156.0,43.0,23.0,54.0,670.0,624.0,3.85,30.0,12.0,37.0,4378.0,1404.0,113.0,506.0,833.0,106.0,144.0,0.983,2022450.0
1980.0,0,1,6.0,160.0,79.0,79.0,81.0,0,0,0,0,738.0,5470.0,1517.0,221.0,40.0,89.0,617.0,625.0,118.0,58.0,37.0,74.0,807.0,743.0,4.68,35.0,8.0,32.0,4284.0,1519.0,137.0,552.0,843.0,105.0,143.0,0.983,1033827.0
